nome,rango,genere,famiglia,ordine,classe,phylum,origine_dataset,fonte_riempimento_tassonomia
Anomoepus lacertoideus,species,Anomoepus,Moyenisauropodidae,,Ornithischia,Chordata,0,
Plectropterna minitans,species,Plectropterna,,,Reptilia,Chordata,0,
Harpedactylus tenuissimus,species,Platypterna,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Xiphopeza triplex,species,Xiphopeza,,,Reptilia,Chordata,0,
Selenichnus breviusculus,species,Selenichnus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Pasquiaornis hardiei,species,Pasquiaornis,,Hesperornithiformes,Reptilia,Chordata,0,
Pasquiaornis tankei,species,Pasquiaornis,,Hesperornithiformes,Reptilia,Chordata,0,
Ichthyornis,genus,Ichthyornis,,Ichthyornithes,Reptilia,Chordata,0,
Plectropterna elegans,species,Plectropterna,,,Reptilia,Chordata,0,
Argoides minimus,species,Argoides,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Argoides macrodactylus,species,Argoides,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Platypterna tenuis,species,Platypterna,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Argoides redfieldii,species,Argoides,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Ravatichnus kotshnevi,species,Ravatichnus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Coelurosaurichnus romanovskyi,species,Coelurosaurichnus,,,Saurischia,Chordata,0,
Ferganasaurus verzilini,species,Ferganasaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Riabininohadros weberae,species,Riabininohadros,,,Ornithischia,Chordata,0,
Prismatoolithus levis,species,Prismatoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Cetiosauriscus stewarti,species,Cetiosauriscus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Probactrosaurus gobiensis,species,Probactrosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Iguanodontipus,genus,Iguanodontipus,Iguanodontipodidae,,Ornithischia,Chordata,0,
Camptosaurus aphanoecetes,species,Camptosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Chenanisaurus barbaricus,species,Chenanisaurus,,,Reptilia,Chordata,0,
Eucoelophysis baldwini,species,Eucoelophysis,Silesauridae,,Ornithischia,Chordata,0,
Brontopodus,genus,Brontopodus,,,Saurischia,Chordata,0,
Choyrodon barsboldi,species,Choyrodon,,,Ornithischia,Chordata,0,
Pseudotetrasauropus,genus,Pseudotetrasauropus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Laquintasaura venezuelae,species,Laquintasaura,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Coelurosaurichnus grancieri,species,Coelurosaurichnus,,,Saurischia,Chordata,0,
Asylosaurus yalensis,species,Asylosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Stormbergia,genus,Stormbergia,,Filicales,Ornithischia,Chordata,0,dataset_interno_genere_to_ordine
Lesothosaurus,genus,Lesothosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Sacisaurus agudoensis,species,Sacisaurus,Silesauridae,,Ornithischia,Chordata,0,
Macrogryphosaurus gondwanicus,species,Macrogryphosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Muyelensaurus pecheni,species,Muyelensaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Brasilotitan nemophagus,species,Brasilotitan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Tanycolagreus topwilsoni,species,Tanycolagreus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Eotyrannus lengi,species,Eotyrannus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Arkansaurus fridayi,species,Arkansaurus,,,Reptilia,Chordata,0,
Incisivosaurus gauthieri,species,Incisivosaurus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Liaoceratops yanzigouensis,species,Liaoceratops,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Nanyangosaurus zhugeii,species,Nanyangosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Youngoolithus xiaguanensis,species,Youngoolithus,Youngoolithidae,,Reptilia,Chordata,0,
Dilong paradoxus,species,Dilong,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Dilong,genus,Dilong,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Pedopenna daohugouensis,species,Pedopenna,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Archaeodontosaurus descouensi,species,Archaeodontosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Trisauropodiscus galliforma,species,Trisauropodiscus,,,Reptilia,Chordata,0,
Kholumolumo ellenbergerorum,species,Kholumolumo,,,Saurischia,Chordata,0,
Trisauropodiscus aviforma,species,Trisauropodiscus,,,Reptilia,Chordata,0,
Pseudotetrasauropus bipedoida,species,Pseudotetrasauropus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Yimenosaurus youngi,species,Yimenosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Rinconsaurus caudamirus,species,Rinconsaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Moraesichnium barberenae,species,Moraesichnium,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Carmelopodus untermannorum,species,Carmelopodus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Huehuecanauhtlus tiquichensis,species,Huehuecanauhtlus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Alwalkeria maleriensis,species,Alwalkeria,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Yandusaurus hongheensis,species,Yandusaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Therangospodus,genus,Therangospodus,,,Reptilia,Chordata,0,
Galinhapodus gomesi,species,Galinhapodus,,,Saurischia,Chordata,0,
Gypsichnites,genus,Gypsichnites,,,Reptilia,Chordata,0,
Alectrosaurus,genus,Alectrosaurus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Saltopus elginensis,species,Saltopus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Camelotia,genus,Camelotia,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Turanoceratops tardabilis,species,Turanoceratops,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Levnesovia transoxiana,species,Levnesovia,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Kuszholia,genus,Kuszholia,,,Reptilia,Chordata,0,
Tastavinsaurus sanzi,species,Tastavinsaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Aeolosaurus rionegrinus,species,Aeolosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Deuterotrisauropus,genus,Deuterotrisauropus,,,Saurischia,Chordata,0,
Technosaurus smalli,species,Technosaurus,Silesauridae,,Ornithischia,Chordata,0,
Protoavis texensis,species,Protoavis,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Megaloolithus cylindricus,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Magnamanus soriaensis,species,Magnamanus,,,Ornithischia,Chordata,0,
Iguanodon galvensis,species,Iguanodon,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Caririchnium lotus,species,Caririchnium,Iguanodontipodidae,,Ornithischia,Chordata,0,
Porituberoolithus,genus,Porituberoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Spheroolithus,genus,Spheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Siamopodus khaoyaiensis,species,Siamopodus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Prismatoolithus caboti,species,Prismatoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Prismatoolithus tenuis,species,Prismatoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Ageroolithus,genus,Ageroolithus,,,Reptilia,Chordata,0,
Pseudogeckoolithus,genus,Pseudogeckoolithus,,,Reptilia,Chordata,0,
Meroktenos thabanensis,species,Meroktenos,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Muttaburrasaurus langdoni,species,Muttaburrasaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Iranosauripus zerabensis,species,Iranosauripus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Kharkushosauropus kharkushensis,species,Kharkushosauropus,Iguanodontipodidae,,Ornithischia,Chordata,0,
Jobaria tiguidensis,species,Jobaria,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Satapliasaurus tschabukianii,species,Satapliasaurus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Tetrasauropus,genus,Tetrasauropus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Cairanoolithus roussetensis,species,Cairanoolithus,Cairanoolithidae,,Ornithischia,Chordata,0,
Atacamatitan chilensis,species,Atacamatitan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Isisaurus,genus,Isisaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Saurexallopus zerbsti,species,Saurexallopus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Parafaveoloolithus,genus,Parafaveoloolithus,Faveoloolithidae,,Saurischia,Chordata,0,
Changpeipus carbonicus,species,Changpeipus,,Avetheropoda,Reptilia,Chordata,0,
Jialingpus,genus,Jialingpus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Brontopodus changlingensis,species,Brontopodus,,,Saurischia,Chordata,0,
Therangospodus pandemicus,species,Therangospodus,,,Reptilia,Chordata,0,
Iguanodontipus burreyi,species,Iguanodontipus,Iguanodontipodidae,,Ornithischia,Chordata,0,
Yunnanpus huangcaoensis,species,Yunnanpus,,,Reptilia,Chordata,0,
Kayentapus nananensis,species,Kayentapus,,,Reptilia,Chordata,0,
Yangtzepus yipingensis,species,Yangtzepus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Minisauripus chuanzhuensis,species,Minisauripus,,Saurischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Changpeipus,genus,Changpeipus,,Avetheropoda,Reptilia,Chordata,0,
Toyamasauripus masuiae,species,Toyamasauripus,,,Reptilia,Chordata,0,
Kayentapus otariensis,species,Kayentapus,,,Reptilia,Chordata,0,
Ellipsoolithus khedaensis,species,Ellipsoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Anomoepus shingi,species,Anomoepus,Moyenisauropodidae,,Ornithischia,Chordata,0,
Garbina roeorum,species,Garbina,,,Ornithischia,Chordata,0,
Wintonotitan wattsi,species,Wintonotitan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Iberosauripus,genus,Iberosauripus,,,Reptilia,Chordata,0,
Ligabuesaurus leanzai,species,Ligabuesaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Silesaurus opolensis,species,Silesaurus,Silesauridae,,Ornithischia,Chordata,0,
Fusioolithus mohabeyi,species,Fusioolithus,Fusioolithidae,,Reptilia,Chordata,0,
Megaloolithus khempurensis,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Megaloolithus dhoridungriensis,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Megaloolithus megadermus,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Megaloolithus problematica,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Fusioolithus dholiyaensis,species,Fusioolithus,Fusioolithidae,,Reptilia,Chordata,0,
Megaloolithus microtuberculata,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Oobardjidama foulkesi,species,Oobardjidama,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Deltapodus brodricki,species,Deltapodus,,,Ornithischia,Chordata,0,
Megalosauropus brionensis,species,Megalosauropus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Titanosaurimanus nana,species,Titanosaurimanus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Porituberoolithus warnerensis,species,Porituberoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Dispersituberoolithus exilis,species,Dispersituberoolithus,,,Reptilia,Chordata,0,
Tristraguloolithus cracioides,species,Tristraguloolithus,,,Reptilia,Chordata,0,
Luluichnus mueckei,species,Luluichnus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Iberosauripus grandis,species,Iberosauripus,,,Reptilia,Chordata,0,
Pelecanimimus polyodon,species,Pelecanimimus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Puertasaurus reuili,species,Puertasaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Sonidosaurus saihangaobiensis,species,Sonidosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Borealosaurus wimani,species,Borealosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Shuangmiaosaurus gilmorei,species,Shuangmiaosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Brasileosaurus pachecoi,species,Brasileosaurus,,,Reptilia,Chordata,0,
Irenesauripus occidentalis,species,Irenesauripus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Paraortyx,genus,Paraortyx,,Galliformes,Reptilia,Chordata,0,
Tacuarembouvum oblongum,species,Tacuarembovum,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Faveoloolithus ningxiaensis,species,Faveoloolithus,Faveoloolithidae,,Saurischia,Chordata,0,
Dendroolithus microporosus,species,Dendroolithus,Phaceloolithidae,,Reptilia,Chordata,0,
Spheroolithus maiasauroides,species,Spheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Ovaloolithus dinornithoides,species,Ovaloolithus,Ovaloolithidae,,Ornithischia,Chordata,0,
Elongatoolithus subtitectorius,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Cairanoolithus dughii,species,Cairanoolithus,Cairanoolithidae,,Ornithischia,Chordata,0,
Megaloolithus petralta,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Dictyoolithus hongpoensis,species,Dictyoolithus,Dictyoolithidae,,Reptilia,Chordata,0,
Protodictyoolithus neixiangensis,species,Protodictyoolithus,Dictyoolithidae,,Reptilia,Chordata,0,
Reticuloolithus hirschi,species,Reticuloolithus,,,Reptilia,Chordata,0,
Notohypsilophodon comodorensis,species,Notohypsilophodon,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Yunnanosaurus huangi,species,Yunnanosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Yunnanosaurus robustus,species,Yunnanosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Apulosauripus federicianus,species,Apulosauripus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Titanosaurus blanfordi,species,Titanosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Arrudatitan maximus,species,Arrudatitan,,,Saurischia,Chordata,0,
Magyarosaurus dacus,species,Magyarosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Turiasaurus riodevensis,species,Turiasaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Oblitosaurus bunnueli,species,Oblitosaurus,,,Ornithischia,Chordata,0,
Protopteryx fengningensis,species,Protopteryx,,,Reptilia,Chordata,0,
Megaloolithus walpurensis,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Elongatoolithus elongatus,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Foskeia pelendonum,species,Foskeia,,,Ornithischia,Chordata,0,
Europatitan eastwoodi,species,Europatitan,,,Saurischia,Chordata,0,
Delapparentia turolensis,species,Delapparentia,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Lamplughsaura dharmaramensis,species,Lamplughsaura,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Trachoolithus,genus,Trachoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Deltapodus,genus,Deltapodus,,,Ornithischia,Chordata,0,
Caririchnium magnificum,species,Caririchnium,Iguanodontipodidae,,Ornithischia,Chordata,0,
Platypterna lockatong,species,Platypterna,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Coelurosaurichnus toscanus,species,Coelurosaurichnus,,,Saurischia,Chordata,0,
Gregaripus bairdi,species,Gregaripus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Hypsiloichnus marylandicus,species,Hypsiloichnus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Theiophytalia kerri,species,Theiophytalia,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Amitabha urbsinterdictensis,species,Amitabha,,Galliformes,Reptilia,Chordata,0,
Prismatoolithus matellensis,species,Prismatoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Prismatoolithus trempii,species,Prismatoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Pseudogeckoolithus nodosus,species,Pseudogeckoolithus,,,Reptilia,Chordata,0,
Ageroolithus fontllongensis,species,Ageroolithus,,,Reptilia,Chordata,0,
Micropachycephalosaurus hongtuyanensis,species,Micropachycephalosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Phaceloolithus hunanensis,species,Phaceloolithus,Phaceloolithidae,,Reptilia,Chordata,0,
Elongatoolithus magnus,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Spheroolithus spheroides,species,Spheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Spheroolithus chiangchiungtingensis,species,Spheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Australodocus bohetii,species,Australodocus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Fukuipteryx prima,species,Fukuipteryx,,,Reptilia,Chordata,0,
Homalocephale calathocercos,species,Homalocephale,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Eocursor parvus,species,Eocursor,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Cedrorestes crichtoni,species,Cedrorestes,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Gondwanatitan,genus,Gondwanatitan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Procrax brevipes,species,Procrax,,Galliformes,Reptilia,Chordata,0,
Martinavis,genus,Martinavis,,,Reptilia,Chordata,0,
Martinavis cruzyensis,species,Martinavis,,,Reptilia,Chordata,0,
Minisauripus zhenshuonani,species,Minisauripus,,Saurischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Aardonyx celestae,species,Aardonyx,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Pulanesaura eocollum,species,Pulanesaura,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Arcusaurus pereirabdalorum,species,Arcusaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Cardiodon rugulosus,species,Cardiodon,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Boluochia zhengi,species,Boluochia,Longipterygidae,,Reptilia,Chordata,0,
Cathayornis yandica,species,Cathayornis,,,Reptilia,Chordata,0,
Chaoyangia beishanensis,species,Chaoyangia,,,Reptilia,Chordata,0,
Longipteryx,genus,Longipteryx,Longipterygidae,,Reptilia,Chordata,0,
Hongshanornis longicresta,species,Hongshanornis,Hongshanornithidae,,Reptilia,Chordata,0,
Vescornis hebeiensis,species,Vescornis,,,Reptilia,Chordata,0,
Eoenantiornis buhleri,species,Eoenantiornis,,,Reptilia,Chordata,0,
Yixianornis grabaui,species,Yixianornis,Hongshanornithidae,,Reptilia,Chordata,0,
Elongatoolithus sigillarius,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Pamparaptor micros,species,Pamparaptor,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Malakhelisaurus mianwali,species,Malakhelisaurus,,,Saurischia,Chordata,0,
Ovaloolithus laminadermus,species,Ovaloolithus,Ovaloolithidae,,Ornithischia,Chordata,0,
Yamaceratops dorngobiensis,species,Yamaceratops,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Minisauripus,genus,Minisauripus,,Saurischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Iguanodon major,species,Iguanodon,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Ferenceratops shqiperorum,species,Ferenceratops,,,Ornithischia,Chordata,0,
Halimornis thompsoni,species,Halimornis,Avisauridae,,Reptilia,Chordata,0,
Zhongornis haoae,species,Zhongornis,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Uberabatitan ribeiroi,species,Uberabatitan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Kayentapus soltykovensis,species,Kayentapus,,,Reptilia,Chordata,0,
Carmelopodus,genus,Carmelopodus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Anomoepus pienkovskii,species,Anomoepus,Moyenisauropodidae,,Ornithischia,Chordata,0,
Moyenisauropus karaszevskii,species,Anomoepus,Moyenisauropodidae,,Ornithischia,Chordata,0,
Lanzhousaurus magnidens,species,Lanzhousaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Chilesaurus diegosuarezi,species,Chilesaurus,,Saurischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Barrancapus cresapi,species,Barrancapus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Bosiutrisauropus phuthiatsani,species,Bosiutrisauropus,,Avetheropoda,Reptilia,Chordata,0,
Pseudotetrasauropus jaquesi,species,Pseudotetrasauropus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
