nome,rango,genere,famiglia,ordine,classe,phylum,origine_dataset,fonte_riempimento_tassonomia
Shanbeipollenites quadratus,species,Shanbeipollenites,,,,Gymnospermae,1,
Archaeozostera lineata,species,Archaeozostera,Zosteraceae,Alismatales,,Angiospermae,1,
Archaeozostera longifolia,species,Archaeozostera,Zosteraceae,Alismatales,,Angiospermae,1,
Archaeozostera minor,species,Archaeozostera,Zosteraceae,Alismatales,,Angiospermae,1,
Archaeozostera pinnata,species,Archaeozostera,Zosteraceae,Alismatales,,Angiospermae,1,
Deltoidospora mesozoica,species,Deltoidospora,,,Pteridopsida,Pteridophyta,1,
Peromonolites allenensis,species,Peromonolites,Blechnaceae,,Polypodiopsida,Pteridophyta,1,
Euanthus panii,species,Euanthus,,,,Angiospermae,1,
Holkopollenites forix,species,Holkopollenites,,,,Magnoliophyta,1,
Aclistochara bransoni,species,Aclistochara,Characeae,Charales,,Charophyta,1,
Protocupressinoxylon purbeckensis,species,Protocupressinoxylon,Cupressaceae,Coniferales,,Gymnospermae,1,
Ficus russelli,species,Ficus,Moraceae,,,Angiospermae,1,
Ulminium pattersonensis,species,Ulminium,Lauraceae,Laurales,,Angiospermae,1,
Ulminium mulleri,species,Ulminium,Lauraceae,Laurales,,Angiospermae,1,
Plataninium platanoides,species,Plataninium,Platanaceae,Proteales,,Angiospermae,1,
Plataninium californicum,species,Plataninium,Platanaceae,Proteales,,Angiospermae,1,
Tetracentronites panochetris,species,Tetracentronites,,Trochodendrales,,Angiospermae,1,
Echitricolpites,genus,Echitricolpites,,,,Magnoliophyta,1,
Ladakhipollenites,genus,Ladakhipollenites,,,Magnoliopsida,Spermatophyta,1,
Proxapertites operculatus,species,Proxapertites,Araceae,,,Angiospermae,1,
Longapertites microfoveolatus,species,Longapertites,Arecaceae,,,Angiospermae,1,
Mauritiidites crassiexinus,species,Mauritiidites,Arecaceae,,,Angiospermae,1,
Gemmamonocolpites macrogemmatus,species,Gemmamonocolpites,,,Magnoliopsida,Spermatophyta,1,
Cristaeturites,genus,Cristaeturites,,,,Magnoliophyta,1,
Podocarpoxylon prumnopityoides,species,Podocarpoxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Microchara hystrix,species,Microchara,Characea,Charales,,Charophyta,1,
Retrophyllum superstes,species,Retrophyllum,Podocarpaceae,Coniferales,,Gymnospermae,1,
Glossopteris nilssonioides,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Glossopteris sidhiensis,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Inaperturotetradites,genus,Inaperturotetradites,Juncaceae,Poales,,Angiospermae,1,
Intratriporopollenites,genus,Intratriporopollenites,Tiliaceae,Malvales,,Angiospermae,1,
Mirasolita irupensis,species,Mirasolita,Marsileaceae,,Polypodiopsida,Pteridophyta,1,
Nelumbo puertae,species,Nelumbo,Nelumbonaceae,Proteales,,Angiospermae,1,
Lugiomarsiglia aquatica,species,Lugiomarsiglia,Marsileaceae,,Polypodiopsida,Pteridophyta,1,
Solenites baishanensis,species,Solenites,,Czekanowskiales,Ginkgoopsida,Ginkgophyta,1,
Solenites gracilis,species,Solenites,,Czekanowskiales,Ginkgoopsida,Ginkgophyta,1,
Lefipania padillae,species,Lefipania,,,Magnoliopsida,Spermatophyta,1,
Aquaephyllum auriculatum,species,Aquaephyllum,Araceae,,,Angiospermae,1,
Pandaniidites,genus,Pandaniidites,Araceae,,,Angiospermae,1,
Regnellidium thomastaylorii,species,Regnellidium,Marsileaceae,,Polypodiopsida,Pteridophyta,1,
Austrohamia minuta,species,Austrohamia,Cupressaceae,Coniferales,,Gymnospermae,1,
Osmundopsis rafaelii,species,Osmundopsis,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Todites cacereii,species,Todites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Osmundopsis zunigai,species,Osmundopsis,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Grimsdalea magnaclavata,species,Grimsdalea,Arecaceae,,,Angiospermae,1,
Spinizonocolpites baculatus,species,Spinizonocolpites,Arecaceae,,,Angiospermae,1,
Couperipollis wodehousei,species,Couperipollis,,,,,1,
Racemonocolpites racematus,species,Racemonocolpites,Arecaceae,,,Angiospermae,1,
Proteacidites sigalii,species,Proteacidites,Proteaceae,Proteales,,Angiospermae,1,
Scabratriporites annellus,species,Scabratriporites,,,,Magnoliophyta,1,
Tubistephanocolpites cylindricus,species,Tubistephanocolpites,Polygalaceae,Fabales,,Angiospermae,1,
Nigeripollis gemmatus,species,Nigeripollis,,,,Magnoliophyta,1,
Scabratriporites,genus,Scabratriporites,,,,Magnoliophyta,1,
Echidiporites barbeitoensis,species,Echidiporites,Arecaceae,,,Angiospermae,1,
Mauritiidites lehmanii,species,Mauritiidites,Arecaceae,,,Angiospermae,1,
Gemmatricolpites pergemmatus,species,Gemmatricolpites,,,Magnoliopsida,Spermatophyta,1,
Retimonocolpites retifossulatus,species,Retimonocolpites,,,,Angiospermae,1,
Scabratriporites simpliformis,species,Scabratriporites,,,,Magnoliophyta,1,
Polypodiaceoisporites,genus,Polypodiaceoisporites,,,Pteridopsida,Pteridophyta,1,
Periretisyncolpites phosphaticus,species,Periretisyncolpites,,,Magnoliopsida,Spermatophyta,1,
Mauritiidites crassibaculatus,species,Mauritiidites,Arecaceae,,,Angiospermae,1,
Milfordia,genus,Milfordia,Restionaceae,Poales,,Angiospermae,1,
Syncolporites schrankii,species,Syncolporites,Loranthaceae,Santalales,,Angiospermae,1,
Foveomonocolpites,genus,Foveomonocolpites,,,,Magnoliophyta,1,
Monoporites,genus,Monoporites,,,,Angiospermae,1,
Retimonocolpites bueibensis,species,Retimonocolpites,,,,Angiospermae,1,
Arecipites microfoveolatus,species,Arecipites,Arecaceae,,,Angiospermae,1,
Pararaucaria patagonica,species,Pararaucaria,Cheirolepidiaceae,,Equisetopsida,Equisetophyta,1,
Cladophlebis mendozaensis,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Yabeiella mareyesiaca,species,Yabeiella,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Yabeiella wielandi,species,Yabeiella,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Protophyllocladoxylon,genus,Protophyllocladoxylon,,Coniferae,,Gymnospermae,1,
Paradoxopteris stromeri,species,Paradoxopteris,,Filicales,Polypodiopsida,Pteridophyta,1,
Alethopteris roesserti,species,Pecopteris (Alethopteris),,,Pteropsida,Pteridophyta,1,
Zamites megaphyllus,species,Zamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Taeniopteris auriculata,species,Taeniopteris,,Cycadales,Cycadopsida,Cycadophyta,1,
Stacheia,genus,Stacheia,Aoujgaliaceae,,Rhodophyceae,Rhodophyta,1,
Stacheia dispansa,species,Stacheia,Aoujgaliaceae,,Rhodophyceae,Rhodophyta,1,
Stacheia cuspidata,species,Stacheia,Aoujgaliaceae,,Rhodophyceae,Rhodophyta,1,
Stacheia amplexa,species,Stacheia,Aoujgaliaceae,,Rhodophyceae,Rhodophyta,1,
Stacheia triradiata,species,Stacheia,Aoujgaliaceae,,Rhodophyceae,Rhodophyta,1,
Stacheia congesta,species,Stacheia,Aoujgaliaceae,,Rhodophyceae,Rhodophyta,1,
Stacheia intermedia,species,Stacheia,Aoujgaliaceae,,Rhodophyceae,Rhodophyta,1,
Asterotheca fuchsii,species,Asterotheca,,Marattiales,Polypodiopsida,Pteridophyta,1,
Saportaea dichotoma,species,Saportaea,,Polypodiales,Polypodiopsida,Pteridophyta,1,
Kurtziana cacheutensis,species,Kurtziana,,,,Pteridospermophyta,1,
Sphenobaiera africana,species,Sphenobaiera,,Ginkgoales,Ginkgoopsida,Ginkgophyta,1,
Pterophyllum santajuanensis,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Heidiphyllum elongatum,species,Heidiphyllum,,Pinales,Pinopsida,Spermatophyta,1,
Linguifolium steinmannii,species,Linguifolium,,,Ginkgoopsida,Ginkgophyta,1,
Gontriglossa reinerae,species,Gontriglossa,,,Gnetopsida,Gnetophyta,1,
Rissikia media,species,Rissikia,Podocarpaceae,Coniferales,,Gymnospermae,1,
Ovalipollis pseudoalutus,species,Ovalipollis,,,Gymnospermopsida,Tracheophyta,1,
Linguifolium lilleanum,species,Linguifolium,,,Ginkgoopsida,Ginkgophyta,1,
Evinospongia,genus,Evinospongia,,,,,1,
Pseudodanaeopsis obliqua,species,Pseudodanaeopsis,,,,Pteridophyta,1,
Podozamites emmonsii,species,Podozamites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podozamites longifolius,species,Podozamites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Lepacyclotes circularis,species,Lepacyclotes,,,,,1,
Lepacyclotes ellipticus,species,Lepacyclotes,,,,,1,
Thamnites,genus,Thamnites,,,,,1,
Sequoia jeholensis,species,Sequoia,Cupressaceae,Coniferales,,Gymnospermae,1,
Frenelopsis hoheneggeri,species,Frenelopsis,Cheirolepidiaceae,,Equisetopsida,Equisetophyta,1,
Quercites,genus,Quercites,,,,,1,
Gigantopteris,genus,Gigantopteris,Gigantopteridaceae,Gigantopteridales,,Embryophyta,1,
Cyathidites rafaeli,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Podocarpidites herbstii,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Cedripites cretaceus,species,Cedripites,,,,Gymnospermae,1,
Pulcheripollenites,genus,Pulcheripollenites,Anacardiaceae,Sapindales,,Angiospermae,1,
Cercidiphyllites,genus,Cercidiphyllites,Cercidiphyllaceae,Saxifragales,,Angiospermae,1,
Retitricolpites vulgaris,species,Retitricolpites,,,,Magnoliophyta,1,
Cladophlebis mesozoica,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Cladophlebis johnstoni,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Cladophlebis wielandi,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Thinnfeldia dutoiti,species,Thinnfeldia,,Pteridospermales,Cycadopsida,Cycadophyta,1,
Yabeiella spatulata,species,Yabeiella,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Yabeiella brackebushiana,species,Yabeiella,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Yabeiella crassa,species,Yabeiella,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Sphenobaiera argentinae,species,Sphenobaiera,,Ginkgoales,Ginkgoopsida,Ginkgophyta,1,
Sphenobaiera tenuifolia,species,Sphenobaiera,,Ginkgoales,Ginkgoopsida,Ginkgophyta,1,
Phoenicopsis elongatus,species,Phoenicopsis,,Czekanowskiales,Ginkgoopsida,Ginkgophyta,1,
Fraxinopsis major,species,Fraxinopsis,,Coniferales,,Gymnospermae,1,
Fraxinopsis minor,species,Fraxinopsis,,Coniferales,,Gymnospermae,1,
Annalepis (Tomiostrobus) leae,species,Annalepis (Tomiostrobus),,,,Lycophyta,1,
Cladophlebis shensiensis,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Todites pattinsoniorum,species,Todites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Ginkgoites semirotunda,species,Ginkgoites,,,,Ginkgophyta,1,
Sphenobaiera ugotheriensis,species,Sphenobaiera,,Ginkgoales,Ginkgoopsida,Ginkgophyta,1,
Strzeleckia gangamopteroides,species,Strzeleckia,,,,,1,
Pterophyllum astartense,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Todites maoricus,species,Todites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Cladophlebis takezakii,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Linguifolium arctum,species,Linguifolium,,,Ginkgoopsida,Ginkgophyta,1,
Carpolithus mackayi,species,Carpolithus,,,,Angiospermae,1,
Asterotheca rigbyana,species,Asterotheca,,Marattiales,Polypodiopsida,Pteridophyta,1,
Gleichenites quilacoyensis,species,Gleichenites,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Todites chilensis,species,Todites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Sphenopteris polymorpha,species,Sphenopteris,,Lyginopteridales,Lyginopteridopsida,Gymnospermae,1,
Annulariopsis bunkeiensis,species,Annulariopsis,,Equisetales,Polypodiopsida,Pteridophyta,1,
Cladophlebis mungyeongensis,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Chiropteris coreanica,species,Chiropteris,,Pteridospermales,Cycadopsida,Cycadophyta,1,
Anomozamites mungyeongensis,species,Anomozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Coreanophyllum variisegmentum,species,Coreanophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Otozamites micrauritus,species,Otozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Pterophyllum micraequale,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Pterophyllum cheondaeriense,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Anthrophyopsis decurrens,species,Anthrophyopsis,,Cycadales,Cycadopsida,Cycadophyta,1,
Cycadocarpidium asaense,species,Cycadocarpidium,,,,Coniferophyta,1,
Cycadocarpidium nagatoense,species,Cycadocarpidium,,,,Coniferophyta,1,
Taeniopteris cheondaeriensis,species,Taeniopteris,,Cycadales,Cycadopsida,Cycadophyta,1,
Taeniopteris mungyeongensis,species,Taeniopteris,,Cycadales,Cycadopsida,Cycadophyta,1,
Pagiophyllum papillatus,species,Pagiophyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Cylostrobus clavatus,species,Cylostrobus,,,,Lycopodophyta,1,
Permocalculus minutus,species,Permocalculus,Gymnocodiaceae,,Rhodophyceae,Rhodophyta,1,
Johnstonia coriacea,species,Johnstonia,,,,Pteridophyta,1,
Cordaicarpus,genus,Cordaicarpus,,Cordaitales,,Coniferophyta,1,
Acaciaphyllites grevilleoides,species,Acaciaphyllites,Mimosaceae,Rosales,,Angiospermae,1,
Calycites middendorfensis,species,Calycites,Asteraceae,Asterales,,Angiospermae,1,
Celastrophyllum crenatum,species,Celastrophyllum,,,Magnoliopsida,Spermatophyta,1,
Cinnamomum middendorfensis,species,Cinnamomum,Lauraceae,Laurales,,Angiospermae,1,
Citrophyllum aligerum,species,Citrophyllum,Rutaceae,Sapindales,,Angiospermae,1,
Crotonophyllum panduraeformis,species,Crotonophyllum,Euphorbiaceae,Malpighiales,,Angiospermae,1,
Ficus atavina,species,Ficus,Moraceae,,,Angiospermae,1,
Ficus celtifolius,species,Ficus,Moraceae,,,Angiospermae,1,
Ficus crassipes,species,Ficus,Moraceae,,,Angiospermae,1,
Ficus krausiana,species,Ficus,Moraceae,,,Angiospermae,1,
Ficus stephensoni,species,Ficus,Moraceae,,,Angiospermae,1,
Laurus plutonia,species,Laurus,Lauraceae,Laurales,,Angiospermae,1,
Laurophyllum elegans,species,Laurophyllum,Lauraceae,Laurales,,Angiospermae,1,
Laurophyllum nervillosum,species,Laurophyllum,Lauraceae,Laurales,,Angiospermae,1,
Magnolia capellinii,species,Magnolia,Magnoliaceae,Magnoliales,,Angiospermae,1,
Magnolia obtusata,species,Magnolia,Magnoliaceae,Magnoliales,,Angiospermae,1,
Magnolia tenuifolia,species,Magnolia,Magnoliaceae,Magnoliales,,Angiospermae,1,
Pachystima cretacea,species,Pachystima,Celastraceae,Celastrales,,Angiospermae,1,
Potamogeton middendorfensis,species,Potamogeton,Potamogetonaceae,Alismatales,,Angiospermae,1,
Proteoides lancifolius,species,Proteoides,Proteaceae,Proteales,,Angiospermae,1,
Proteoides parvula,species,Proteoides,Proteaceae,Proteales,,Angiospermae,1,
Quercus pseudowestfalica,species,Quercus,Fagaceae,Fagales,,Angiospermae,1,
Salix flexuosa,species,Salix,Salicaceae,Malpighiales,,Angiospermae,1,
Salix lesquereuxii,species,Salix,Salicaceae,Malpighiales,,Angiospermae,1,
Salix pseudohayei,species,Salix,Salicaceae,Malpighiales,,Angiospermae,1,
Widdringtonites subtilis,species,Widdringtonites,,Pinales,Pinopsida,Spermatophyta,1,
Carex clarkii,species,Carex,Cyperaceae,Poales,,Angiospermae,1,
Celastrophyllum elegans,species,Celastrophyllum,,,Magnoliopsida,Spermatophyta,1,
Cinnamomum newberryi,species,Cinnamomum,Lauraceae,Laurales,,Angiospermae,1,
Crotonophyllum,genus,Crotonophyllum,Euphorbiaceae,Malpighiales,,Angiospermae,1,
Hamamelites cordatus,species,Hamamelites,Hamamelidaceae,Saxifragales,,Angiospermae,1,
Heterolepis cretaceus,species,Heterolepis,,Coniferales,,Gymnospermae,1,
Illicium watereensis,species,Illicium,Magnoliaceae,Magnoliales,,Angiospermae,1,
Phragmites,genus,Phragmites,Poaceae,Poales,,Angiospermae,1,
Quercus sumterensis,species,Quercus,Fagaceae,Fagales,,Angiospermae,1,
Araucaria jeffreyi,species,Araucaria,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Celastrophyllum carolinensis,species,Celastrophyllum,,,Magnoliopsida,Spermatophyta,1,
Dewalquea smithi,species,Dewalquea,,,,,1,
Sabalites carolinensis,species,Sabalites,Arecaceae,,,Angiospermae,1,
Salix sloani,species,Salix,Salicaceae,Malpighiales,,Angiospermae,1,
Sapindus morrisoni,species,Sapindus,Sapindaceae,Sapindales,,Angiospermae,1,
Protojuniperoxylon,genus,Protojuniperoxylon,,,,Coniferophyta,1,
Permocalculus ampullaceus,species,Permocalculus,Gymnocodiaceae,,Rhodophyceae,Rhodophyta,1,
Natantisphyllum crenae,species,Natantisphyllum,Araceae,,,Angiospermae,1,
Agathoxylon liguaensis,species,Agathoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Podocarpoxylon atuelensis,species,Podocarpoxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Asterotheca hilariensis,species,Asterotheca,,Marattiales,Polypodiopsida,Pteridophyta,1,
Austrohamia asfaltensis,species,Austrohamia,Cupressaceae,Coniferales,,Gymnospermae,1,
Sabal bigbendense,species,Sabal,Arecaceae,,,Angiospermae,1,
Hedera primordialis,species,Hedera,Araliaceae,Apiales,,Angiospermae,1,
Araucaria darlingtonensis,species,Araucaria,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Strobilites anceps,species,Strobilites,,Coniferales,,Gymnospermae,1,
Hedera,genus,Hedera,Araliaceae,Apiales,,Angiospermae,1,
Magnolia newberryi,species,Magnolia,Magnoliaceae,Magnoliales,,Angiospermae,1,
Myrica elegans,species,Myrica,Myricaceae,Fagales,,Angiospermae,1,
Rhus darlingtonensis,species,Rhus,Anacardiaceae,Sapindales,,Angiospermae,1,
Myrica brittoniana,species,Myrica,Myricaceae,Fagales,,Angiospermae,1,
Palmocarpon compressus,species,Palmocarpon,Arecaceae,,,Angiospermae,1,
Nypa hindi,species,Nypa,Arecaceae,,,Angiospermae,1,
Nypa fruticans,species,Nypa,Arecaceae,,,Angiospermae,1,
Tricoccites trigonum,species,Tricoccites,Arecaceae,,,Angiospermae,1,
Palmoxylon kamalam,species,Palmoxylon,Arecaceae,,,Angiospermae,1,
Cyclanthodendron sahnii,species,Cyclanthodendron,Cyclanthaceae,Pandanales,,Angiospermae,1,
Androvettia elegans,species,Androvettia,,Coniferales,,Gymnospermae,1,
Cinnamomum heerii,species,Cinnamomum,Lauraceae,Laurales,,Angiospermae,1,
Menispermites variabilis,species,Menispermites,Menispermaceae,Ranunculales,,Angiospermae,1,
Paliurus upatoiensis,species,Paliurus,Rhamnaceae,Rosales,,Angiospermae,1,
Zizyphus laurifolius,species,Zizyphus,Rhamnaceae,Rosales,,Angiospermae,1,
Malapoenna,genus,Malapoenna,Lauraceae,Laurales,,Angiospermae,1,
Salix eutawensis,species,Salix,Salicaceae,Malpighiales,,Angiospermae,1,
Araucaria bladenensis,species,Araucaria,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Doryanthites cretacea,species,Doryanthites,,,,Angiospermae,1,
Ficus georgiana,species,Ficus,Moraceae,,,Angiospermae,1,
Dryopterites stephensoni,species,Dryopterites,Polypodiaceae,,Polypodiopsida,Pteridophyta,1,
Aralia eutawensis,species,Aralia,Araliaceae,Apiales,,Angiospermae,1,
Stenozonotriletes,genus,Stenozonotriletes,,,,,1,
Biretisporites deltoidus,species,Biretisporites,,,Polypodiopsida,Pteridophyta,1,
Cycadopites formosus,species,Cycadopites,,,,Cycadophyta,1,
Tigrisporites,genus,Tigrisporites,,Filicales,Polypodiopsida,Pteridophyta,1,
Onoana californica,species,Onoana,Icacinaceae,Icacinales,,Angiospermae,1,
Khasurtythallus monosolenioides,species,Khasurtythallus,Marchantiidae,,Marchantiopsida,Marchantiophyta,1,
Khasurtya ginkgoides,species,Khasurtya,Marchantiidae,,Marchantiopsida,Marchantiophyta,1,
Tricostium longifolium,species,Tricostium,,,Bryopsida,Bryophyta,1,
Bryokhutuliinia obtusifolia,species,Bryokhutuliinia,,,Bryopsida,Bryophyta,1,
Palaeodichelyma sinitzae,species,Palaeodichelyma,,,Bryopsida,Bryophyta,1,
Kantia,genus,Kantia,,,,,1,
Triplanosporites microsinuosus,species,Triplanosporites,,,,Pteridophyta,1,
Oculopollis,genus,Oculopollis,,,,Angiospermae,1,
Plicapollis serta,species,Plicapollis,,,,Angiospermae,1,
Lecaniella,genus,Lecaniella,Zygnemataceae,,Algae,,1,
Ulmus,genus,Ulmus,Ulmaceae,Rosales,,Angiospermae,1,
Albertarum pueri,species,Albertarum,Araceae,,,Angiospermae,1,
Saportanella maslovi,species,Saportanella,,,,Charophyta,1,
Platychara caudata,species,Platychara,Characea,Charales,,Charophyta,1,
Brachyphyllum sattlerae,species,Brachyphyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Behuninia joannei,species,Behuninia,,Cycadales,Cycadopsida,Cycadophyta,1,
Jensensispermum redmondi,species,Jensensispermum,,,,Cycadophyta,1,
Carpolithus provoensis,species,Carpolithus,,,,Angiospermae,1,
Carpolithus radiatus,species,Carpolithus,,,,Angiospermae,1,
Piper margaritae,species,Piper,Piperaceae,Piperales,,Angiospermae,1,
Rienitsia,genus,Rienitsia,,,,,1,
Taeniopteris densinervis,species,Taeniopteris,,Cycadales,Cycadopsida,Cycadophyta,1,
Reticuloidosporites,genus,Reticuloidosporites,,,Pteridopsida,Pteridophyta,1,
Cycadopites granulatus,species,Cycadopites,,,,Cycadophyta,1,
Momipites inaequalis,species,Momipites,Juglandaceae,Fagales,,Angiospermae,1,
Ptilophyllum pectiniformis,species,Ptilophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Acanthotriletes baskoensis,species,Acanthotriletes,,,,Lycophyta,1,
Acanthotriletes ciliatus,species,Acanthotriletes,,,,Lycophyta,1,
Acicularia cutchensis,species,Acicularia,,Dasycladales,Chlorophyceae,Chlorophyta,1,
Actinopteris peltata,species,Actinopteris,,,,Pteridophyta,1,
Actinopteris,genus,Actinopteris,,,,Pteridophyta,1,
Aequitriradites fusus,species,Aequitriradites,,Sphaerocarpales,Marchantiopsida,Marchantiophyta,1,
Aequitriradites triangulatus,species,Aequitriradites,,Sphaerocarpales,Marchantiopsida,Marchantiophyta,1,
Aequitriradites indicus,species,Aequitriradites,,Sphaerocarpales,Marchantiopsida,Marchantiophyta,1,
Ailanthoxylon indicum,species,Ailanthoxylon,Simaroubaceae,Sapindales,,Angiospermae,1,
Alethopteris lobifolia,species,Pecopteris (Alethopteris),,,Pteropsida,Pteridophyta,1,
Cladophlebis medlicottiana,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Todites indicus,species,Todites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Alethopteris whitbyensis,species,Pecopteris (Alethopteris),,,Pteropsida,Pteridophyta,1,
Alismataceaepites rogalskae,species,Alismataceaepites,Alismataceae,Alismatales,,Angiospermae,1,
Alisporites auriculiformis,species,Alisporites,,,,Gymnospermae,1,
Alisporites baskoensis,species,Alisporites,,,,Gymnospermae,1,
Alisporites hemiglobosaccatus,species,Alisporites,,,,Gymnospermae,1,
Alisporites indicus,species,Alisporites,,,,Gymnospermae,1,
Alisporites jurassicus,species,Alisporites,,,,Gymnospermae,1,
Alisporites phaselosaccatus,species,Alisporites,,,,Gymnospermae,1,
Alisporites rajmahalensis,species,Alisporites,,,,Gymnospermae,1,
Allocladus bansaensis,species,Allocladus,,Coniferales,,Gymnospermae,1,
Annulispora folliculosa,species,Annulispora,,,,Bryophyta,1,
Anomozamites amarjolense,species,Anomozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Anomozamites jungens,species,Anomozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Araucariacites cooksonii,species,Araucariacites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Araucariacites indicus,species,Araucariacites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Araucarites bindrabunensis,species,Araucarites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Araucarites minutus,species,Araucarites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Araucarites indica,species,Araucarites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Marwaria latifolia,species,Marwaria,,Coniferales,,Gymnospermae,1,
Araucarites fibrosa,species,Araucarites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Araucarites macropterus,species,Araucarites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Araucarites nipaniensis,species,Araucarites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Araucarites parsorensis,species,Araucarites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Aumancisporites indicus,species,Aumancisporites,,,,,1,
Auriculozonospora reticulata,species,Auriculozonospora,,,,,1,
Baculareticulosporis cutchensis,species,Baculareticulosporis,,,,,1,
Baculatisporites clavaeoides,species,Baculatisporites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Baculatisporites emarginatus,species,Baculatisporites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Baculatisporites sehoraensis,species,Baculatisporites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Bacutriletes cutchensis,species,Bacutriletes,,,,Lycophyta,1,
Birbalipites pseudodrimys,species,Birbalipites,,,,,1,
Brachyphyllum florinii,species,Brachyphyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Brachyphyllum sehoraensis,species,Brachyphyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Brachyphyllum rhombicum,species,Brachyphyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Brachyphyllum spiroxylum,species,Brachyphyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Bucklandia dichotoma,species,Bucklandia,,Cycadales,Cycadopsida,Cycadophyta,1,
Bucklandia guptae,species,Bucklandia,,Cycadales,Cycadopsida,Cycadophyta,1,
Bucklandia sahnii,species,Bucklandia,,Cycadales,Cycadopsida,Cycadophyta,1,
Callialasporites barragaonensis,species,Callialasporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Callialasporites grandis,species,Callialasporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Callialasporites lenticularis,species,Callialasporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Callialasporites monoalasporus,species,Callialasporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Callialasporites rimalis,species,Callialasporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
