occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,lat,lng,cc,state,formation,geological_group,phylum,class,order,family,genus,mid_ma,period_group,has_valid_coords,dataset_type,continente,order_raggruppato,categoria,possibile_aviano_residuo
1139303,145173,Afropollis jardinus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Bentiu,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139304,145173,Monocolpopollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Bentiu,,Magnoliophyta,,,,Monocolpopollenites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139305,145174,Algae,class,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,,Algae,,,,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139306,145174,Appendicisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,,Appendicisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139307,145174,Biretisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Biretisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139308,145174,Cicatricosisporites mohrioides,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139309,145174,Cicatricosisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139310,145174,Deltoidospora diaphana,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Deltoidospora,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139312,145174,Microfoveolatosporis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Microfoveolatosporis,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139313,145174,Pilosisporites trichopapillosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Pilosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139314,145174,Todisporites minor,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Todisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139315,145174,Verrucosisporites rotundus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Verrucosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139316,145174,Araucariacites australis,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Araucariaceae,Araucariacites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139317,145174,Classopollis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Cheirolepidiaceae,Classopollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139318,145174,Cycadopites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Cycadophyta,,,,Cycadopites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139319,145174,Ephedripites jansonii,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139320,145174,Ephedripites multicostatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139321,145174,Ephedripites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139322,145174,Ephedripites strigatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139323,145174,Steevesipollenites sinuosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gnetophyta,Gnetopsida,Gnetales,,Steevesipollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139324,145174,Afropollis jardinus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139325,145174,Afropollis operculatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139326,145174,Afropollis zonatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139327,145174,Monocolpopollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Magnoliophyta,,,,Monocolpopollenites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139328,145174,Retimonocolpites variplicatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Retimonocolpites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139330,145176,Algae,class,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,,Algae,,,,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139331,145176,Cicatricosisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139332,145176,Concavissimisporites punctatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Embryophyta,,,,Concavissimisporites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139333,145176,Concavissimisporites variverrucatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Embryophyta,,,,Concavissimisporites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139334,145176,Crybelosporites pannuceus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,Marsileaceae,Crybelosporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139335,145176,Pilosisporites trichopapillosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Pilosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139336,145176,Retitriletes,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Lycopodiophyta,Lycopodiopsida,Lycopodiales,,Retitriletes,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139337,145176,Todisporites minor,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Todisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139338,145176,Verrucosisporites obscurilaesuratus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Verrucosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139339,145176,Araucariacites australis,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Araucariaceae,Araucariacites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139340,145176,Ephedripites jansonii,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139341,145176,Sphaeripollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,Cupressales,,Sphaeripollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139342,145176,Steevesipollenites sinuosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gnetophyta,Gnetopsida,Gnetales,,Steevesipollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139343,145176,Afropollis jardinus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139344,145176,Afropollis zonatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139345,145176,Monocolpopollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Magnoliophyta,,,,Monocolpopollenites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139346,145177,Appendicisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,,Appendicisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139347,145177,Cicatricosisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139348,145177,Droseridites senonicus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,Caryophyllales,Droseraceae,Droseridites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139349,145177,Matonisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Matonisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139350,145177,Pilosisporites trichopapillosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Pilosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139351,145177,Araucariacites australis,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Araucariaceae,Araucariacites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139352,145177,Ephedripites multicostatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139353,145177,Ephedripites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139354,145177,Ephedripites strigatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139355,145177,Inaperturopollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,Cupressales,,Inaperturopollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139356,145177,Gnetaceaepollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gymnospermae,,,,Gnetaceaepollenites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139357,145177,Steevesipollenites sinuosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gnetophyta,Gnetopsida,Gnetales,,Steevesipollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139358,145177,Afropollis jardinus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139359,145177,Afropollis zonatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139360,145177,Monocolpopollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Magnoliophyta,,,,Monocolpopollenites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139361,145178,Algae,class,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,,Algae,,,,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139362,145178,Aequitriradites acusus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Marchantiophyta,Marchantiopsida,Sphaerocarpales,,Aequitriradites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139363,145178,Appendicisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,,Appendicisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139364,145178,Biretisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Biretisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139365,145178,Cicatricosisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139366,145178,Crybelosporites pannuceus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,Marsileaceae,Crybelosporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139367,145178,Deltoidospora diaphana,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Deltoidospora,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139368,145178,Echinatisporis varispinosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Echinatisporis,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139369,145178,Matonisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Matonisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139370,145178,Microfoveolatosporis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Microfoveolatosporis,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139371,145178,Pilosisporites trichopapillosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Pilosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139372,145178,Retitriletes,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Lycopodiophyta,Lycopodiopsida,Lycopodiales,,Retitriletes,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139373,145178,Araucariacites australis,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Araucariaceae,Araucariacites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139374,145178,Cycadopites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Cycadophyta,,,,Cycadopites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139375,145178,Ephedripites multicostatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139376,145178,Ephedripites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139377,145178,Ephedripites strigatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139378,145178,Gnetaceaepollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gymnospermae,,,,Gnetaceaepollenites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139379,145178,Steevesipollenites sinuosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gnetophyta,Gnetopsida,Gnetales,,Steevesipollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139380,145178,Afropollis jardinus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139381,145178,Afropollis operculatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139382,145179,Algae,class,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,,Algae,,,,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139383,145179,Aequitriradites acusus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Marchantiophyta,Marchantiopsida,Sphaerocarpales,,Aequitriradites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139384,145179,Appendicisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,,Appendicisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139385,145179,Cicatricosisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139386,145179,Concavissimisporites punctatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Embryophyta,,,,Concavissimisporites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139387,145179,Concavissimisporites variverrucatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Embryophyta,,,,Concavissimisporites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139388,145179,Crybelosporites pannuceus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,Marsileaceae,Crybelosporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139389,145179,Deltoidospora diaphana,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Deltoidospora,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139390,145179,Echinatisporis varispinosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Echinatisporis,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139391,145179,Matonisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Matonisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139392,145179,Microfoveolatosporis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Microfoveolatosporis,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139393,145179,Pilosisporites trichopapillosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Pilosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139394,145179,Trilobosporites laevigatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Trilobosporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139395,145179,Verrucosisporites obscurilaesuratus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Verrucosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139396,145179,Verrucosisporites rotundus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Verrucosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139397,145179,Araucariacites australis,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Araucariaceae,Araucariacites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139398,145179,Araucariacites hungaricus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Araucariaceae,Araucariacites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139399,145179,Classopollis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Cheirolepidiaceae,Classopollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139400,145179,Cycadopites carpentieri,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Cycadophyta,,,,Cycadopites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139401,145179,Cycadopites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Cycadophyta,,,,Cycadopites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139402,145179,Ephedripites jansonii,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139403,145179,Ephedripites multicostatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139404,145179,Ephedripites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139405,145179,Ephedripites strigatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139406,145179,Gnetaceaepollenites fissuratus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gymnospermae,,,,Gnetaceaepollenites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139407,145179,Steevesipollenites sinuosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gnetophyta,Gnetopsida,Gnetales,,Steevesipollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139408,145179,Afropollis jardinus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139409,145179,Afropollis operculatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139410,145179,Dichastopollenites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,Nymphaeales,Nymphaeaceae,Dichastopollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139411,145179,Stellatopollis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Stellatopollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
