occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,lat,lng,cc,state,formation,geological_group,phylum,class,order,family,genus,mid_ma,period_group,has_valid_coords,dataset_type,continente,order_raggruppato,categoria,possibile_aviano_residuo
330961,30965,Nilsonia,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Cycadophyta,Cycadopsida,Cycadales,,Nilsonia,188.05,Triassico,True,Plantae,Asia,Cycadales,Altro/Non Classificato,False
330962,30965,Osmundopsis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,Osmundaceae,Osmundopsis,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330963,30965,Phlebopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Matoniaceae,Phlebopteris,188.05,Triassico,True,Plantae,Asia,Gleicheniales,Pianta,False
330964,30965,Phoenicopsis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Phoenicopsis,188.05,Triassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
330965,30965,Phoenicopsis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Phoenicopsis,188.05,Triassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
330966,30965,Pityophyllum,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330967,30965,Pityophyllum,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330968,30965,Pityophyllum,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330969,30965,Pityophyllum,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330970,30965,Podozamites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330971,30965,Podozamites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330972,30965,Podozamites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330973,30965,Pseudotorellia,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,,,,,Pseudotorellia,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330974,30965,Rhizomopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Filicales,,Rhizomopteris,188.05,Triassico,True,Plantae,Asia,Filicales,Pianta,False
330975,30965,Sagenopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,Ginkgoopsida,Caytoniales,Caytoniaceae,Sagenopteris,188.05,Triassico,True,Plantae,Asia,Altro,Altro/Non Classificato,False
330977,30965,Scoresbya,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,Ginkgoopsida,Caytoniales,,Scoresbya,188.05,Triassico,True,Plantae,Asia,Altro,Altro/Non Classificato,False
330978,30965,Sphenobaiera,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,,Sphenobaiera,188.05,Triassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
330979,30965,Sphenopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,Lyginopteridopsida,Lyginopteridales,,Sphenopteris,188.05,Triassico,True,Plantae,Asia,Altro,Altro/Non Classificato,False
330980,30965,Todites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,Osmundaceae,Todites,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330981,30965,Cycadocarpidium,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Coniferophyta,,,,Cycadocarpidium,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330982,30965,Cycadocarpidium,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Coniferophyta,,,,Cycadocarpidium,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330983,30965,Schizolepis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,,Schizolepis,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330984,30965,Schizolepis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,,Schizolepis,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330985,30965,Schizolepis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,,Schizolepis,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330986,30965,Schizolepis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,,Schizolepis,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330987,30965,Schizolepis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,,Schizolepis,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330988,30965,Carpolithus,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Angiospermae,,,,Carpolithus,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330989,30965,Pityospermum,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,,,,,Pityospermum,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330990,30965,Pityospermum,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,,,,,Pityospermum,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330991,30965,Samaropsis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,,Samaropsis,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330992,30965,Samaropsis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Gymnospermae,,Coniferales,,Samaropsis,188.05,Triassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
330994,30966,Equisetum,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,168.1,Giurassico,True,Plantae,Asia,Equisetales,Pianta,False
330995,30966,Equisetum,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,168.1,Giurassico,True,Plantae,Asia,Equisetales,Pianta,False
330996,30966,Baiera,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,168.1,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
330997,30966,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,168.1,Giurassico,True,Plantae,Asia,,Pianta,False
330998,30966,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,168.1,Giurassico,True,Plantae,Asia,,Pianta,False
330999,30966,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,168.1,Giurassico,True,Plantae,Asia,,Pianta,False
331000,30966,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,168.1,Giurassico,True,Plantae,Asia,,Pianta,False
331001,30966,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,168.1,Giurassico,True,Plantae,Asia,,Pianta,False
331002,30966,Coniopteris,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,168.1,Giurassico,True,Plantae,Asia,Cyatheales,Pianta,False
331003,30966,Coniopteris,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,168.1,Giurassico,True,Plantae,Asia,Cyatheales,Pianta,False
331004,30966,Ctenis,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Ctenis,168.1,Giurassico,True,Plantae,Asia,Altro,Pianta,False
331005,30966,Czekanowskia,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Czekanowskia,168.1,Giurassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
331006,30966,Czekanowskia,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Czekanowskia,168.1,Giurassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
331007,30966,Eboracia,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Pteridophyta,,,,Eboracia,168.1,Giurassico,True,Plantae,Asia,,Pianta,False
331008,30966,Ginkgo,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,168.1,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331009,30966,Ginkgo,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,168.1,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331010,30966,Nilsonia,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Cycadophyta,Cycadopsida,Cycadales,,Nilsonia,168.1,Giurassico,True,Plantae,Asia,Cycadales,Altro/Non Classificato,False
331011,30966,Nilssoniopteris,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Nilssoniopteris,168.1,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
331012,30966,Nilssoniopteris,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Nilssoniopteris,168.1,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
331013,30966,Phoenicopsis,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Phoenicopsis,168.1,Giurassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
331014,30966,Pityocladus,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Coniferophyta,,,,Pityocladus,168.1,Giurassico,True,Plantae,Asia,,Pianta,False
331015,30966,Podocarpophyllum,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,,,,,Podocarpophyllum,168.1,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331016,30966,Podozamites,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,168.1,Giurassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
331017,30966,Pseudotorellia,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,,,,,Pseudotorellia,168.1,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331018,30966,Pterophyllum,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Pterophyllum,168.1,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
331019,30966,Sphenobaiera,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,,Sphenobaiera,168.1,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331020,30966,Sphenobaiera,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,,Sphenobaiera,168.1,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331021,30966,Taxus,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Spermatophyta,Pinopsida,Pinales,Taxaceae,Taxus,168.1,Giurassico,True,Plantae,Asia,Pinales,Pianta,False
331022,30966,Carpolithus,genus,Middle Jurassic,,174.7,161.5,41.0,70.199997,UZ,,Angren Suite,,Angiospermae,,,,Carpolithus,168.1,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331023,30967,Equisetites,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,170.0,Giurassico,True,Plantae,Asia,Equisetales,Pianta,False
331024,30967,Equisetites,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,170.0,Giurassico,True,Plantae,Asia,Equisetales,Pianta,False
331025,30967,Equisetites,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,170.0,Giurassico,True,Plantae,Asia,Equisetales,Pianta,False
331026,30967,Selaginellites,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Lycopodophyta,,,,Selaginellites,170.0,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331027,30967,Baiera,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,170.0,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331028,30967,Brachyphyllum,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Equisetophyta,Equisetopsida,,Araucariaceae,Brachyphyllum,170.0,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331029,30967,Cladophlebis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331030,30967,Cladophlebis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331031,30967,Cladophlebis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331032,30967,Cladophlebis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331033,30967,Cladophlebis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331034,30967,Cladophlebis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331035,30967,Coniopteris,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,170.0,Giurassico,True,Plantae,Asia,Cyatheales,Pianta,False
331036,30967,Coniopteris,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,170.0,Giurassico,True,Plantae,Asia,Cyatheales,Pianta,False
331037,30967,Coniopteris,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,170.0,Giurassico,True,Plantae,Asia,Cyatheales,Pianta,False
331038,30967,Ctenis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Ctenis,170.0,Giurassico,True,Plantae,Asia,Altro,Pianta,False
331039,30967,Czekanowskia,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Czekanowskia,170.0,Giurassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
331040,30967,Czekanowskia,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Czekanowskia,170.0,Giurassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
331041,30967,Eboracia,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,,,,Eboracia,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331042,30967,Elatides,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Spermatophyta,Pinopsida,Pinales,Taxaceae,Elatides,170.0,Giurassico,True,Plantae,Asia,Pinales,Pianta,False
331043,30967,Elatocladus,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Elatocladus,170.0,Giurassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
331044,30967,Ginkgo,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,170.0,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331045,30967,Ginkgo,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,170.0,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331046,30967,Ginkgo,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,170.0,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331047,30967,Ginkgo,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,170.0,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331048,30967,Hausmannia,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Hausmannia,170.0,Giurassico,True,Plantae,Asia,Gleicheniales,Pianta,False
331049,30967,Marattiopsis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,Marattiales,Marattiaceae,Marattiopsis,170.0,Giurassico,True,Plantae,Asia,Altro,Pianta,False
331050,30967,Nilsonia,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Cycadophyta,Cycadopsida,Cycadales,,Nilsonia,170.0,Giurassico,True,Plantae,Asia,Cycadales,Altro/Non Classificato,False
331051,30967,Nilssoniopteris,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Nilssoniopteris,170.0,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
331052,30967,Nilssoniopteris,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Nilssoniopteris,170.0,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
331053,30967,Nilssoniopteris,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Nilssoniopteris,170.0,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
331054,30967,Osmundopsis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Pteridophyta,Polypodiopsida,,Osmundaceae,Osmundopsis,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331055,30967,Pagiophyllum,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Equisetophyta,Equisetopsida,,Araucariaceae,Pagiophyllum,170.0,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331056,30967,Phoenicopsis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Phoenicopsis,170.0,Giurassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
331057,30967,Pityocladus,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Coniferophyta,,,,Pityocladus,170.0,Giurassico,True,Plantae,Asia,,Pianta,False
331058,30967,Pityophyllum,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,170.0,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331059,30967,Podocarpophyllum,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,,,,,Podocarpophyllum,170.0,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331060,30967,Podozamites,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,170.0,Giurassico,True,Plantae,Asia,Coniferales,Altro/Non Classificato,False
331061,30967,Pseudotorellia,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,,,,,Pseudotorellia,170.0,Giurassico,True,Plantae,Asia,,Altro/Non Classificato,False
331062,30967,Pterophyllum,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Pterophyllum,170.0,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
331063,30967,Sphenobaiera,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,,Sphenobaiera,170.0,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331064,30967,Sphenobaiera,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,,Sphenobaiera,170.0,Giurassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
331066,30967,Taxus,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Spermatophyta,Pinopsida,Pinales,Taxaceae,Taxus,170.0,Giurassico,True,Plantae,Asia,Pinales,Pianta,False
331067,30967,Cycadolepis,genus,Aalenian,Bathonian,174.7,165.3,40.900002,71.0,UZ,,Angren Suite,,Gymnospermae,,Bennettitales,,Cycadolepis,170.0,Giurassico,True,Plantae,Asia,Bennettitales,Altro/Non Classificato,False
